,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.15,98.1,97.87,0,97.89,98.05,98.05,98,,98.02
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.23,98.05,97.86,0,97.89,98,97.95,97.93,,97.96
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.52,98.43,0,98.31,98.29,98.35,98.33,,98.34
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.2,98.35,0,98.07,98.29,98.22,98.23,,98.23
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.15,98.42,0,97.99,98.14,98.15,98.23,,98.16
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.76,98.77,0,97.96,98.16,98.55,98.51,,98.5
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,98.21,0,98.03,98.24,98.22,98.21,,98.19
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.3,98.36,0,98.09,98.15,98.2,98.26,,98.21
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.25,98.38,0,98.14,98.15,98.25,98.26,,98.26
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.18,98.42,0,98.28,98.05,98.22,98.22,,98.2
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.98,99.89,0,99.76,99.92,99.9,99.89,,99.89
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.42,97.96,98.48,0,97.71,98.45,98.4,98.25,,98.3
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,98.54,98.39,0,98.85,98.34,98.35,98.38,,98.4
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.33,94.6,0,95.4,94.94,95,94.89,,95.01
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.4,98.65,98.65,0,98.62,98.67,98.65,98.65,,98.64
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.82,99.82,99.83,0,99.83,99.82,99.83,99.82,,99.82
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,99.39,99.32,0,99.3,98.66,99.32,99.23,,99.25
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,98.72,98.82,0,98.92,98.91,98.9,98.93,,98.85
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.67,99.75,99.73,0,99.74,99.72,99.74,99.7,,99.73
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.51,95.49,95.39,0,95.56,95.56,95.52,95.53,,95.52
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.16,97.27,0,97.34,97.38,97.35,97.23,,97.27
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.29,99.24,99.3,0,99.07,99.27,99.2,99.13,,99.23
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,98.42,98.52,0,98.54,98.48,98.52,98.43,,98.48
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99.15,99.07,99.08,0,98.8,99.13,99.07,99.19,,99.1
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,96.92,96.93,96.93,0,96.88,96.93,96.92,97.02,,96.93
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,96.71,96.64,0,96.52,96.72,96.69,96.47,,96.61
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.75,98.54,98.64,0,98.44,98.68,98.63,98.38,,98.59
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.91,98.01,0,98.09,98.08,98.05,98.12,,98.06
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.25,96.59,96.53,0,96.25,96.53,96.59,96.33,,96.45
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.12,97.91,98.17,0,97.99,98.05,98.1,98.12,,98.08
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.77,96.8,96.85,0,96.75,96.77,96.8,96.84,,96.8
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.65,96.56,96.54,0,96.51,96.56,96.54,96.33,,96.54
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.52,94.93,95,0,94.42,94.92,94.94,94.6,,94.78
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.33,96.48,96.55,0,96.42,96.52,96.5,96.45,,96.47
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.5,94.78,95.08,0,94.47,94.97,94.55,94.43,,94.65
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.64,96.62,96.65,0,96.54,96.62,96.64,96.65,,96.63
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,95.04,94.81,95.05,0,94.63,94.81,96.67,94.63,,94.87
PIB-FRB-38,27-Jun-24,27-Jun-29,Semiannually,96.6,96.61,96.56,0,96.61,96.55,96.6,96.6,,96.59
