,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.15,98.1,97.87,97.75,97.88,98.05,98.1,98.17,,98.03
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.23,98.05,97.86,97.75,97.86,98,98.05,98.12,,97.99
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.63,98.43,98.05,98.34,98.29,98.4,98.37,,98.36
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.2,98.35,98.1,98.17,98.29,98.25,98.22,,98.22
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.42,98.42,98.35,98.05,98.14,98.3,98.17,,98.26
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.39,98.77,98.1,97.99,98.16,98.5,98.52,,98.36
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,98.21,98.1,98.01,98.24,98.15,98.13,,98.15
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.3,98.36,98.15,98.05,98.15,98.17,98.17,,98.18
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.32,98.38,98.15,98.14,98.15,98.3,98.37,,98.28
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.55,98.42,98.15,98.38,98.05,98.35,98.2,,98.27
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,100.1,100.18,100.08,99.86,100.15,100.11,100.04,,100.06
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.42,98.74,98.48,98.74,97.67,98.74,98.45,98.47,,98.55
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,98.71,98.39,99.11,98.93,98.34,98.4,98.4,,98.53
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.71,94.95,95,95.28,94.94,95,94.97,,95.02
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.82,98.92,98.75,98.97,99.45,98.92,98.89,98.96,,98.91
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.94,99.93,99.95,99.93,99.93,99.93,99.93,99.94,,99.93
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.47,99.57,99.5,99.55,99.53,98.97,99.5,99.47,,99.50
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,99.3,99.04,99.28,99.03,99.3,99.05,99.12,,99.14
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.82,99.89,99.9,99.83,99.89,99.84,99.84,99.85,,99.86
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.6,95.67,95.57,95.57,95.57,95.57,95.6,95.57,,95.58
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.74,97.4,97.72,97.43,97.51,97.72,97.29,,97.51
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.29,99.45,99.39,99.22,99.27,99.3,99.3,99.27,,99.30
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.45,98.76,98.73,98.73,98.73,98.92,98.72,98.53,,98.70
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,99.15,99.23,99.19,99.03,98.97,99.16,99.15,99.17,,99.14
PIB-FRB-25,6-Apr-23,6-Apr-28,Half-Yearly,97.23,97.12,97.24,97.19,97.24,97.12,98.23,97.16,,97.20
PIB-FRB-26,10-Aug-23,10-Aug-28,Half-Yearly,96.82,96.84,96.84,96.84,96.76,96.84,97.03,96.83,,96.84
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.75,98.77,98.8,98.41,98.53,98.82,98.65,98.65,,98.69
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,98.3,98.3,98.55,98.17,98.55,98.12,98.11,,98.26
PIB-FRB-29,21-Sep-23,21-Sep-28,Half-Yearly,96.25,96.62,96.72,96.7,96.7,96.57,96.6,96.32,,96.59
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98.12,98.09,98.17,98.62,98.04,98.5,98.13,98.17,,98.20
PIB-FRB-31,19-Oct-23,19-Oct-28,Half-Yearly,96.77,96.98,96.98,96.98,97.01,96.93,97.03,96.97,,96.98
PIB-FRB-32,14-Dec-23,14-Dec-28,Half-Yearly,96.88,96.85,96.86,96.86,96.83,96.83,96.9,96.9,,96.86
PIB-FRB-33,14-Dec-23,14-Dec-33,Half-Yearly,94.52,94.9,95,94.71,94.39,94.9,94.9,94.54,,94.75
PIB-FRB-34,7-Feb-24,7-Feb-29,Half-Yearly,96.33,96.84,96.84,96.84,96.76,96.84,96.86,96.72,,96.81
PIB-FRB-35,7-Feb-24,7-Feb-34,Half-Yearly,94.5,94.83,95.08,94.85,94.48,94.97,94.75,94.52,,94.74
PIB-FRB-36,18-Apr-24,18-Apr-29,Half-Yearly,96.62,96.64,96.73,96.78,96.64,96.69,96.61,96.81,,96.68
PIB-FRB-37,18-Apr-24,18-Apr-34,Half-Yearly,95.04,94.84,95.02,94.83,94.69,94.64,95.04,95.32,,94.91
PIB-FRB-38,27-Jun-24,27-Jun-29,Half-Yearly,96.62,96.62,96.62,96.59,96.59,96.62,96.7,96.62,,96.62
