,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,99.23,99.32,99.2,98.73,98.05,98.05,99.2,99.19,,98.93
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,99.17,99.27,97.92,98.9,97.95,98,98.8,99.14,,98.66
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.61,98.63,98.35,99.89,98.35,99.38,98.5,98.51,,98.66
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.25,98.2,98.21,99.89,98.21,99.49,98.28,98.38,,98.47
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.58,98.42,98.17,99.94,98.17,98.14,98.35,98.46,,98.36
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.46,98.39,98.1,98.88,98.25,98.16,98.27,98.37,,98.32
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.35,98.21,98.25,100.27,98.35,98.24,98.3,98.32,,98.3
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.39,98.3,98.3,99.7,98.47,98.15,98.32,98.25,,98.34
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.48,98.32,98.27,99.58,98.31,98.15,98.3,98.25,,98.32
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.54,98.55,98.24,100.2,98.24,99.62,98.35,98.39,,98.62
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.49,100.5,100.5,100.5,100.33,100.5,100.5,100.08,,100.47
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.92,100.04,99.88,99.9,99.92,99.85,99.9,101.56,,99.93
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99.03,98.71,99.1,99.53,99.17,99.13,99.1,98.71,,99.04
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.92,95.71,95.28,96.18,95.29,94.94,95.3,95.65,,95.36
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.93,98.89,98.95,98.82,98.99,98.85,98.9,99.05,,98.92
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.98,100.13,99.99,100.02,100,99.98,99.99,99.99,,100
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.53,99.71,99.5,99.64,99.6,99.5,99.52,99.49,,99.55
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,94.55,95.04,95.25,94.63,94.84,95.04,95.05,95.04,,94.94
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.98,97.87,97.43,97.75,97.76,97.55,97.75,97.85,,97.76
PIB-FRB-20,9-Feb-23,9-Feb-25,Quarterly,99.71,99.64,99.66,99.45,99.69,99.5,99.6,99.6,,99.62
PIB-FRB-21,9-Feb-23,9-Feb-26,Quarterly,98.87,98.88,98.73,98.98,99.05,99.25,98.95,98.92,,98.94
PIB-FRB-22,6-Apr-23,6-Apr-25,Quarterly,99.52,99.41,99.43,99.4,99.45,99.25,99.42,99.98,,99.44
PIB-FRB-23,6-Apr-23,6-Apr-28,Half-Yearly,97.43,97.43,97.53,97.51,97.45,97.45,97.51,97.79,,97.48
PIB-FRB-24,10-Aug-23,10-Aug-28,Half-Yearly,97.88,97.96,97.96,98.09,98.01,97.96,97.95,97.96,,97.97
PIB-FRB-25,21-Sep-23,21-Sep-25,Quarterly,98.75,98.8,98.87,98.79,98.88,98.63,98.77,98.77,,98.79
PIB-FRB-26,21-Sep-23,21-Sep-26,Quarterly,98.2,99.2,98.72,98.95,98.74,98.86,98.8,99.03,,98.85
PIB-FRB-27,21-Sep-23,21-Sep-28,Half-Yearly,98.02,98.02,98.05,98.02,98.08,98.02,98.04,98.02,,98.03
PIB-FRB-28,19-Oct-23,19-Oct-26,Quarterly,98.28,98.67,98.45,98.98,98.59,98.65,98.58,98.58,,98.59
PIB-FRB-29,19-Oct-23,19-Oct-28,Half-Yearly,97.14,96.94,97.08,97,97.03,97,97.01,97.14,,97.04
PIB-FRB-30,14-Dec-23,14-Dec-28,Half-Yearly,97.53,97.79,97.51,97.52,97.68,97.79,97.6,97.69,,97.64
PIB-FRB-31,14-Dec-23,14-Dec-33,Half-Yearly,94.78,95.17,95.09,95.54,95.15,95.16,96.15,95.16,,95.21
PIB-FRB-32,7-Feb-24,7-Feb-29,Half-Yearly,97.97,97.94,97.93,97.94,97.94,97.8,97.9,97.86,,97.92
PIB-FRB-33,7-Feb-24,7-Feb-34,Half-Yearly,95.85,95.77,95.17,95.97,94.98,95.96,95.97,95.81,,95.76
PIB-FRB-34,18-Apr-24,18-Apr-29,Half-Yearly,96.83,96.82,96.89,96.76,96.79,96.76,96.82,96.79,,96.8
PIB-FRB-35,18-Apr-24,18-Apr-34,Half-Yearly,93.48,93.62,93.16,94.09,93.39,93.62,93.42,93.39,,93.49
PIB-FRB-36,27-Jun-24,27-Jun-29,Half-Yearly,97.32,97.45,97.45,97.45,97.03,97.59,97.45,97.63,,97.45
PIB-FRB-37,5-Sep-24,5-Sep-29,Half-Yearly,97.83,97.73,97.74,97.8,97.74,97.82,97.8,97.74,,97.77
PIB-FRB-38,5-Sep-24,5-Sep-34,Half-Yearly,94.26,94.42,94.66,94.85,94.22,94.42,94.45,94.51,,94.45
PIB-FRB-39,3-Oct-24,3-Oct-26,Half-Yearly,99.65,99.79,99.64,99.64,99.56,99.7,99.65,99.71,,99.67
PIB-FRB-40,3-Oct-24,3-Oct-29,Half-Yearly,97.57,97.53,97.57,97.6,97.6,97.6,97.6,97.6,,97.59
PIB-FRB-41,3-Oct-24,3-Oct-34,Half-Yearly,93.95,93.95,93.77,94.04,93.72,94.27,93.95,94.04,,93.95
PIB-FRB-42,7-Feb-24,7-Feb-27,Quarterly,98.84,98.58,98.86,98.49,98.4,98.9,98.86,98.67,,98.72
