,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,99.17,98.64,98.65,98.55,0,98.05,98.65,98.65,,98.63
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,99.16,98.6,98.65,98.55,0,98,98.6,98.65,,98.61
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.62,99.26,98.38,98.65,0,99.38,98.65,98.67,,98.77
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.67,99.05,98.5,98.55,0,99.49,98.55,98.55,,98.67
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.64,99.03,98.17,98.4,0,98.14,98.4,98.58,,98.44
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.43,98.7,98.4,98.4,0,98.16,98.4,98.41,,98.41
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.06,98.21,98.21,98.2,0,98.24,98.21,98.21,,98.21
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.24,99.22,98.5,98.5,0,98.15,98.5,98.51,,98.45
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.39,98.32,98.32,98.35,0,98.15,98.32,98.35,,98.33
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.68,98.55,98.55,98.55,0,99.62,98.55,98.57,,98.58
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.23,100.3,100.35,100.4,0,100.3,100.33,100.33,,100.32
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.96,100.04,99.96,100,0,100,99.97,99.99,,99.98
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99.43,99.62,99.2,99.66,0,99.13,99.48,99.55,,99.46
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.63,95.66,95.66,95.79,0,94.94,95.45,95.48,,95.44
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.84,99.83,99.78,99.84,0,99.83,99.83,99.84,,99.83
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.98,99.96,99.98,99.95,0,100,99.98,99.96,,99.97
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.96,99.98,99.96,99.9,0,99.75,99.84,99.96,,99.92
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,95.51,95.49,95.27,95.9,0,95.3,95.5,95.51,,95.46
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.73,98.82,98.6,98.83,0,98.82,98.75,98.72,,98.74
PIB-FRB-20,9-Feb-23,9-Feb-26,Quarterly,99.03,99.54,99.67,99.63,0,99.72,99.55,99.59,,99.6
PIB-FRB-21,6-Apr-23,6-Apr-25,Quarterly,99.84,99.9,99.85,99.87,0,99.9,99.86,99.88,,99.87
