, GOP IJARAH SUKUK REVALUATION                                                   ,,,,,,,,,
 ,7-Jun-24,PK99999            PKISRV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
DSPLY_NAME,MATUR_DATE,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1
SECURITY,MATURITY,AHL,ALFA,BCAP,BMA,C&M,CEL,CMKA,MCPK,AVG. RATE
,,,,,,,,,,
GOPIS-VRR,26-Jun-24, 99.95 , 100.00 , 99.95 , 99.93 , 100.00 , 99.95 , 99.95 , 99.95 , 99.99 
GOPIS-FRR,26-Jun-24, 100.70 , 99.93 , 100.00 , 100.30 , 100.30 , 100.02 , 100.25 , 100.30 , 100.08 
GOPIS-VRR,12-Jul-24, 100.20 , 100.02 , 100.05 , 100.05 , 100.06 , 100.03 , 100.05 , 100.05 , 100.05 
GOPIS-FRR,12-Jul-24, 100.00 , 100.00 , 100.05 , 100.05 , 100.05 , 100.03 , 100.05 , 100.05 , 100.02 
GOPIS-VRR,7-Aug-24, 100.00 , 100.05 , 99.95 , 99.90 , 100.05 , 99.95 , 99.00 , 99.95 , 99.99 
GOPIS-FRR,7-Aug-24, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
GOPIS-VRR,20-Sep-24, 100.00 , 99.50 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 99.99 
GOPIS-FRR,20-Sep-24, 100.00 , 100.50 , 100.40 , 100.40 , 100.40 , 100.25 , 100.35 , 100.35 , 100.29 
GOPIS-VRR,9-Oct-24, 100.25 , 100.10 , 100.04 , 101.20 , 100.10 , 100.10 , 100.00 , 100.25 , 100.09 
GOPIS-FRR,9-Oct-24, 100.75 , 100.55 , 100.75 , 100.75 , 100.75 , 100.50 , 100.70 , 100.75 , 100.68 
GOPIS-VRR,4-Dec-24, 99.95 , 100.10 , 99.90 , 100.00 , 100.15 , 99.80 , 99.90 , 99.90 , 100.04 
GOPIS-VRR,30-Apr-25, 98.90 , 99.50 , 99.30 , 99.40 , 99.25 , 99.00 , 99.00 , 99.50 , 99.28 
GOPIS-VRR,29-May-25, 99.35 , 99.75 , 99.50 , 99.50 , 99.80 , 99.50 , 99.50 , 99.40 , 99.59 
GOPIS-VRR,24-Jun-25, 99.20 , 99.65 , 99.75 , 99.80 , 99.80 , 99.80 , 99.80 , 99.80 , 99.77 
GOPIS-VRR,29-Jul-25, 101.00 , 99.90 , 99.95 , 99.90 , 99.89 , 99.90 , 99.90 , 99.90 , 99.92 
GOPIS-FRR,29-Jul-25, 83.02 , 89.00 , 84.10 , 84.00 , 86.00 , 85.35 , 84.00 , 84.00 , 85.24 
GOPIS-VRR,9-Dec-25, 101.00 , 100.00 , 100.90 , 100.90 , 100.85 , 100.85 , 100.90 , 100.90 , 100.58 
GOPIS-VRR,5-Jan-26, 99.00 , 99.50 , 99.00 , 99.00 , 99.00 , 99.00 , 99.50 , 99.00 , 99.13 
GOPIS-FRR,20-Jan-26, 83.00 , 85.00 , 84.00 , 84.00 , 84.00 , 84.00 , 84.00 , 84.00 , 84.20 
GOPIS-FRR,17-Apr-26, 98.50 , 100.50 , 100.45 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , 100.43 
GOPIS-FRR,26-Jun-26, 103.20 , 103.00 , 103.00 , 103.00 , 103.00 , 103.00 , 103.00 , 103.00 , 103.00 
GOPIS-VRR,12-Jul-26, 100.00 , 100.25 , 100.00 , 100.00 , 100.00 , 100.00 , 100.20 , 100.00 , 100.06 
GOPIS-VRR,6-Oct-26, 101.00 , 100.00 , 100.80 , 100.75 , 100.25 , 100.40 , 100.20 , 100.90 , 100.28 
GOPIS-FRR,6-Oct-26, 83.00 , 84.00 , 84.00 , 84.00 , 84.00 , 84.00 , 84.00 , 84.00 , 84.00 
GOPIS-VRR,29-Oct-26, 101.20 , 100.40 , 100.25 , 100.25 , 100.25 , 100.26 , 100.25 , 100.25 , 100.32 
GOPIS-VRR,4-Dec-26, 99.65 , 99.60 , 99.65 , 99.60 , 99.75 , 99.50 , 99.60 , 99.60 , 99.61 
GOPIS-FRR,4-Dec-26, 100.40 , 100.00 , 100.20 , 100.05 , 100.00 , 100.10 , 101.55 , 100.20 , 100.12 
GOPIS-FRR,15-Dec-26, 85.00 , 88.00 , 87.00 , 87.00 , 88.00 , 88.00 , 87.00 , 87.00 , 87.63 
GOPIS-VRR,27-Apr-27, 101.50 , 100.60 , 100.75 , 100.80 , 100.35 , 100.30 , 100.40 , 100.80 , 100.40 
GOPIS-FRR,27-Apr-27, 87.00 , 89.00 , 88.50 , 89.00 , 88.00 , 89.20 , 88.50 , 89.00 , 90.52 
GOPIS-VRR,26-Oct-27, 100.25 , 100.50 , 100.25 , 100.30 , 100.30 , 100.30 , 100.25 , 100.25 , 100.28 
GOPIS-FRR,16-Nov-27, 87.50 , 88.00 , 89.00 , 89.00 , 89.00 , 89.00 , 89.00 , 89.00 , 88.79 
GOPIS-VRR,26-Jun-28, 103.55 , 103.00 , 102.90 , 102.90 , 102.90 , 102.75 , 102.50 , 103.00 , 102.78 
GOPIS-FRR,20-Sep-28, 101.75 , 101.75 , 101.75 , 101.75 , 101.50 , 101.50 , 101.70 , 101.70 , 101.57 
GOPIS-VRR,4-Dec-28, 100.00 , 100.00 , 100.00 , 100.00 , 100.20 , 100.00 , -   , 100.00 , 100.06 
GOPIS-FRR,4-Dec-28, 100.60 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , -   , 100.50 , 100.50 
GOPIS-FRR,4-Dec-28, 100.60 , 100.40 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 
